Unnamed: 0.1,Unnamed: 0,type,question,answer,source,all_history,raw_response,belief,Committment_value,quality_rate,consistency_value,relevance_rate,manner_rate,outcome_value,outcome_reason,relevance_binary,manner_binary,quality_binary,NRA,bat,pat,bat_cumsum,pat_cumsum,Z_BaT,Z_PaT,ZNRBaT,net_ZNRBaT
42,42,Q/A,"Mr. Petrocelli asked Mr. Skilling, ""Did you have one conversation with one person about getting your story straight? His answer was: ""No.” I’ll pose that question to you, Mr. Lay: Did you have one conversation with one person about getting your story straight for trial?","And again, could you elaborate on that, Mr. Hueston? I mean, what story are you talking about?",enron_defense_2,"PROSECUTION: Mr. Petrocelli asked Mr. Skilling, ""Did you have one conversation with one person about getting your story straight? His answer was: ""No.” I’ll pose that question to you, Mr. Lay: Did you have one conversation with one person about getting your story straight for trial?
","{
    ""belief"": ""The witness's response avoids a direct answer to the question and seeks clarification, which can be seen as a strategy to avoid making a detrimental commitment. The response does not provide any new information that could be used against the witness and maintains neutrality."",
    ""Commitment_value"": ""4"",
    ""quality_rate"": ""1"",
    ""consistency_value"": ""0"",
    ""relevance_rate"": ""3"",
    ""manner_rate"": ""2"",
    ""outcome_value"": ""Witness"",
    ""outcome_reason"": ""2""
}","The witness's response avoids a direct answer to the question and seeks clarification, which can be seen as a strategy to avoid making a detrimental commitment. The response does not provide any new information that could be used against the witness and maintains neutrality.",4,1,0,3,2,Witness,2,1,0,0,1.0,0.0,0.5,0.0,0.5,-1.6215014404115422,-2.011657156503352,-0.1073874717231203,0.3901557160918099
43,43,Q/A,Are you having trouble with that question? I’m just posing the same question?,"Well, I'm not sure I – I’m telling stories up here. I'm up here to answer your questions.",enron_defense_2,"PROSECUTION: Mr. Petrocelli asked Mr. Skilling, ""Did you have one conversation with one person about getting your story straight? His answer was: ""No.” I’ll pose that question to you, Mr. Lay: Did you have one conversation with one person about getting your story straight for trial?
D_WITNESS: And again, could you elaborate on that, Mr. Hueston? I mean, what story are you talking about?

PROSECUTION: Are you having trouble with that question? I’m just posing the same question?
","{
    ""belief"": ""The witness's response does not directly address the question asked and instead attempts to clarify the context, which can be seen as an avoidance tactic. The response is not clear and does not provide a direct answer, which could be interpreted as an attempt to avoid making a detrimental commitment."",
    ""Commitment_value"": ""4"",
    ""quality_rate"": ""1"",
    ""consistency_value"": ""0"",
    ""relevance_rate"": ""3"",
    ""manner_rate"": ""3"",
    ""outcome_value"": ""Questioner"",
    ""outcome_reason"": ""1""
}","The witness's response does not directly address the question asked and instead attempts to clarify the context, which can be seen as an avoidance tactic. The response is not clear and does not provide a direct answer, which could be interpreted as an attempt to avoid making a detrimental commitment.",4,1,0,3,3,Questioner,1,1,1,0,0.0,0.0,0.5,0.0,1.0,-1.6215014404115422,-1.842768029558108,-0.0638710674976748,0.2212665891465659
44,44,Q/A,Have you contacted witnesses to get your story straight?,I – I – I don’t know that I contacted witnesses.,enron_defense_2,"PROSECUTION: Mr. Petrocelli asked Mr. Skilling, ""Did you have one conversation with one person about getting your story straight? His answer was: ""No.” I’ll pose that question to you, Mr. Lay: Did you have one conversation with one person about getting your story straight for trial?
D_WITNESS: And again, could you elaborate on that, Mr. Hueston? I mean, what story are you talking about?

PROSECUTION: Are you having trouble with that question? I’m just posing the same question?
D_WITNESS: Well, I'm not sure I – I’m telling stories up here. I'm up here to answer your questions.

PROSECUTION: Have you contacted witnesses to get your story straight?
","{
    ""belief"": ""The witness's response does not fully commit to either side, but it leans towards a beneficial commitment for the witness as it avoids a direct admission of wrongdoing. The response is slightly relevant and unclear, which may be a strategy to avoid making a definitive statement that could be used against them."",
    ""Commitment_value"": ""2"",
    ""quality_rate"": ""1"",
    ""consistency_value"": ""0"",
    ""relevance_rate"": ""2"",
    ""manner_rate"": ""3"",
    ""outcome_value"": ""Witness"",
    ""outcome_reason"": ""3""
}","The witness's response does not fully commit to either side, but it leans towards a beneficial commitment for the witness as it avoids a direct admission of wrongdoing. The response is slightly relevant and unclear, which may be a strategy to avoid making a definitive statement that could be used against them.",2,1,0,2,3,Witness,3,0,1,0,0.3333333333333333,1.0,0.4,1.0,1.4,-1.2729996382932407,-1.707656728001913,-0.1458259645840809,0.4346570897086723
45,45,Q/A,"[Hueston asked Lay about his $120,000 investment in Photophete, a company doing business with Enron.]","Do you know if I told Mr. Duncan, the chairman of that committee, about the Photofete situation?",enron_defense_2,"PROSECUTION: Mr. Petrocelli asked Mr. Skilling, ""Did you have one conversation with one person about getting your story straight? His answer was: ""No.” I’ll pose that question to you, Mr. Lay: Did you have one conversation with one person about getting your story straight for trial?
D_WITNESS: And again, could you elaborate on that, Mr. Hueston? I mean, what story are you talking about?

PROSECUTION: Are you having trouble with that question? I’m just posing the same question?
D_WITNESS: Well, I'm not sure I – I’m telling stories up here. I'm up here to answer your questions.

PROSECUTION: Have you contacted witnesses to get your story straight?
D_WITNESS: I – I – I don’t know that I contacted witnesses.

PROSECUTION: [Hueston asked Lay about his $120,000 investment in Photophete, a company doing business with Enron.]
","{
    ""belief"": ""The witness's response is evasive and does not directly address the question about the Photophete investment. Instead, it shifts the focus to whether he informed Mr. Duncan, which is a strategic move to avoid a direct answer."",
    ""Commitment_value"": ""4"",
    ""quality_rate"": ""1"",
    ""consistency_value"": ""0"",
    ""relevance_rate"": ""3"",
    ""manner_rate"": ""3"",
    ""outcome_value"": ""Questioner"",
    ""outcome_reason"": ""1""
}","The witness's response is evasive and does not directly address the question about the Photophete investment. Instead, it shifts the focus to whether he informed Mr. Duncan, which is a strategic move to avoid a direct answer.",4,1,0,3,3,Questioner,1,1,1,0,0.0,0.0,0.5,1.0,1.9,-1.2729996382932407,-1.5387676010566689,-0.0945199015921654,0.2657679627634282
46,46,Q/A,"What we know and what you know, as the writer of those rules, is that telling one person-if it ever happened-does not satisfy your own rules . . .","I would think that the chairman of that committee, just like the chairman of any committee at Enron, can make a decision as to what he or she would like to do with that information or needs to do with that information.",enron_defense_2,"PROSECUTION: Mr. Petrocelli asked Mr. Skilling, ""Did you have one conversation with one person about getting your story straight? His answer was: ""No.” I’ll pose that question to you, Mr. Lay: Did you have one conversation with one person about getting your story straight for trial?
D_WITNESS: And again, could you elaborate on that, Mr. Hueston? I mean, what story are you talking about?

PROSECUTION: Are you having trouble with that question? I’m just posing the same question?
D_WITNESS: Well, I'm not sure I – I’m telling stories up here. I'm up here to answer your questions.

PROSECUTION: Have you contacted witnesses to get your story straight?
D_WITNESS: I – I – I don’t know that I contacted witnesses.

PROSECUTION: [Hueston asked Lay about his $120,000 investment in Photophete, a company doing business with Enron.]
D_WITNESS: Do you know if I told Mr. Duncan, the chairman of that committee, about the Photofete situation?

PROSECUTION: What we know and what you know, as the writer of those rules, is that telling one person-if it ever happened-does not satisfy your own rules . . .
","{
    ""belief"": ""The witness's response is evasive and does not directly address the question about whether he informed the chairman of the committee about the Photophete situation. The witness instead shifts the focus to the chairman's discretion, which does not provide a clear answer to the question asked."",
    ""Commitment_value"": ""4"",
    ""quality_rate"": ""0"",
    ""consistency_value"": ""0"",
    ""relevance_rate"": ""3"",
    ""manner_rate"": ""3"",
    ""outcome_value"": ""Questioner"",
    ""outcome_reason"": ""1""
}","The witness's response is evasive and does not directly address the question about whether he informed the chairman of the committee about the Photophete situation. The witness instead shifts the focus to the chairman's discretion, which does not provide a clear answer to the question asked.",4,0,0,3,3,Questioner,1,1,1,0,-0.2,0.0,0.5,1.0,2.4,-1.2729996382932407,-1.3698784741114247,-0.0366565659473554,0.096878835818184
47,47,Q/A,"Even though that's not what's called for by the code of conduct that you wrote, right?","I think we're now getting into form over substance, Mr. Hueston.",enron_defense_2,"PROSECUTION: Mr. Petrocelli asked Mr. Skilling, ""Did you have one conversation with one person about getting your story straight? His answer was: ""No.” I’ll pose that question to you, Mr. Lay: Did you have one conversation with one person about getting your story straight for trial?
D_WITNESS: And again, could you elaborate on that, Mr. Hueston? I mean, what story are you talking about?

PROSECUTION: Are you having trouble with that question? I’m just posing the same question?
D_WITNESS: Well, I'm not sure I – I’m telling stories up here. I'm up here to answer your questions.

PROSECUTION: Have you contacted witnesses to get your story straight?
D_WITNESS: I – I – I don’t know that I contacted witnesses.

PROSECUTION: [Hueston asked Lay about his $120,000 investment in Photophete, a company doing business with Enron.]
D_WITNESS: Do you know if I told Mr. Duncan, the chairman of that committee, about the Photofete situation?

PROSECUTION: What we know and what you know, as the writer of those rules, is that telling one person-if it ever happened-does not satisfy your own rules . . .
D_WITNESS: I would think that the chairman of that committee, just like the chairman of any committee at Enron, can make a decision as to what he or she would like to do with that information or needs to do with that information.

PROSECUTION: Even though that's not what's called for by the code of conduct that you wrote, right?
","{
    ""belief"": ""The witness's response is an attempt to shift the focus from the specific question about compliance with the code of conduct to a broader discussion about the substance of the matter. This response does not directly address the question about whether the witness followed his own rules regarding disclosure, which is the core of the question."",
    ""Commitment_value"": ""4"",
    ""quality_rate"": ""1"",
    ""consistency_value"": ""0"",
    ""relevance_rate"": ""3"",
    ""manner_rate"": ""2"",
    ""outcome_value"": ""Questioner"",
    ""outcome_reason"": ""1""
}","The witness's response is an attempt to shift the focus from the specific question about compliance with the code of conduct to a broader discussion about the substance of the matter. This response does not directly address the question about whether the witness followed his own rules regarding disclosure, which is the core of the question.",4,1,0,3,2,Questioner,1,1,0,0,-0.3333333333333333,0.0,0.5,1.0,2.9,-1.2729996382932407,-1.2009893471661806,0.0291069570439853,-0.0720102911270601
48,48,Q/A,"Well, that's what you would call your rules, then, form over substance, right?","No. The rules were very-very important. But, again, if I did notify Mr. Duncan, which I normally would have, then I would Jet him decide whether to take it up with the full committee or whether, in fact, it was even a large enough investment that he should take the time of the full committee.",enron_defense_2,"PROSECUTION: Mr. Petrocelli asked Mr. Skilling, ""Did you have one conversation with one person about getting your story straight? His answer was: ""No.” I’ll pose that question to you, Mr. Lay: Did you have one conversation with one person about getting your story straight for trial?
D_WITNESS: And again, could you elaborate on that, Mr. Hueston? I mean, what story are you talking about?

PROSECUTION: Are you having trouble with that question? I’m just posing the same question?
D_WITNESS: Well, I'm not sure I – I’m telling stories up here. I'm up here to answer your questions.

PROSECUTION: Have you contacted witnesses to get your story straight?
D_WITNESS: I – I – I don’t know that I contacted witnesses.

PROSECUTION: [Hueston asked Lay about his $120,000 investment in Photophete, a company doing business with Enron.]
D_WITNESS: Do you know if I told Mr. Duncan, the chairman of that committee, about the Photofete situation?

PROSECUTION: What we know and what you know, as the writer of those rules, is that telling one person-if it ever happened-does not satisfy your own rules . . .
D_WITNESS: I would think that the chairman of that committee, just like the chairman of any committee at Enron, can make a decision as to what he or she would like to do with that information or needs to do with that information.

PROSECUTION: Even though that's not what's called for by the code of conduct that you wrote, right?
D_WITNESS: I think we're now getting into form over substance, Mr. Hueston.

PROSECUTION: Well, that's what you would call your rules, then, form over substance, right?
","{
    ""belief"": ""The witness's response is somewhat evasive and does not directly address the question about compliance with the code of conduct. The witness attempts to shift the focus to the chairman's discretion, which may be seen as an attempt to avoid a direct answer."",
    ""Commitment_value"": ""3"",
    ""quality_rate"": ""1"",
    ""consistency_value"": ""0"",
    ""relevance_rate"": ""2"",
    ""manner_rate"": ""2"",
    ""outcome_value"": ""Questioner"",
    ""outcome_reason"": ""1""
}","The witness's response is somewhat evasive and does not directly address the question about compliance with the code of conduct. The witness attempts to shift the focus to the chairman's discretion, which may be seen as an attempt to avoid a direct answer.",3,1,0,2,2,Questioner,1,0,0,0,-0.4285714285714285,0.5,0.0,1.5,2.9,-1.0987487372340898,-1.2009893471661806,-0.0444575017588375,0.1022406099320907
49,49,Q/A,"Right. The rules were important, but you didn't follow them?","Rules are important, but they should not-you should not be a slave to rules, either....",enron_defense_2,"PROSECUTION: Mr. Petrocelli asked Mr. Skilling, ""Did you have one conversation with one person about getting your story straight? His answer was: ""No.” I’ll pose that question to you, Mr. Lay: Did you have one conversation with one person about getting your story straight for trial?
D_WITNESS: And again, could you elaborate on that, Mr. Hueston? I mean, what story are you talking about?

PROSECUTION: Are you having trouble with that question? I’m just posing the same question?
D_WITNESS: Well, I'm not sure I – I’m telling stories up here. I'm up here to answer your questions.

PROSECUTION: Have you contacted witnesses to get your story straight?
D_WITNESS: I – I – I don’t know that I contacted witnesses.

PROSECUTION: [Hueston asked Lay about his $120,000 investment in Photophete, a company doing business with Enron.]
D_WITNESS: Do you know if I told Mr. Duncan, the chairman of that committee, about the Photofete situation?

PROSECUTION: What we know and what you know, as the writer of those rules, is that telling one person-if it ever happened-does not satisfy your own rules . . .
D_WITNESS: I would think that the chairman of that committee, just like the chairman of any committee at Enron, can make a decision as to what he or she would like to do with that information or needs to do with that information.

PROSECUTION: Even though that's not what's called for by the code of conduct that you wrote, right?
D_WITNESS: I think we're now getting into form over substance, Mr. Hueston.

PROSECUTION: Well, that's what you would call your rules, then, form over substance, right?
D_WITNESS: No. The rules were very-very important. But, again, if I did notify Mr. Duncan, which I normally would have, then I would Jet him decide whether to take it up with the full committee or whether, in fact, it was even a large enough investment that he should take the time of the full committee.

PROSECUTION: Right. The rules were important, but you didn't follow them?
","{
    ""belief"": ""The witness's response is an attempt to justify not strictly adhering to the rules without directly admitting to breaking them. This response is somewhat evasive and does not directly address the question of whether the rules were followed."",
    ""Commitment_value"": ""3"",
    ""quality_rate"": ""1"",
    ""consistency_value"": ""0"",
    ""relevance_rate"": ""2"",
    ""manner_rate"": ""2"",
    ""outcome_value"": ""Questioner"",
    ""outcome_reason"": ""1""
}",The witness's response is an attempt to justify not strictly adhering to the rules without directly admitting to breaking them. This response is somewhat evasive and does not directly address the question of whether the rules were followed.,3,1,0,2,2,Questioner,1,0,0,0,-0.5,0.5,0.0,2.0,2.9,-0.924497836174939,-1.2009893471661806,-0.1300838288549997,0.2764915109912416
50,50,Q/A,"One of the things your attorney said in opening was, quote, “He had real estate in Aspen. He could have sold his home up there. But that’s a long, tedious process; and he's got a wife and children to put up with."" Do you remember that statement?","I don't. I find the phrasing kind of interesting; but, no, I do not. I mean, he well may have said it.",enron_defense_2,"PROSECUTION: Mr. Petrocelli asked Mr. Skilling, ""Did you have one conversation with one person about getting your story straight? His answer was: ""No.” I’ll pose that question to you, Mr. Lay: Did you have one conversation with one person about getting your story straight for trial?
D_WITNESS: And again, could you elaborate on that, Mr. Hueston? I mean, what story are you talking about?

PROSECUTION: Are you having trouble with that question? I’m just posing the same question?
D_WITNESS: Well, I'm not sure I – I’m telling stories up here. I'm up here to answer your questions.

PROSECUTION: Have you contacted witnesses to get your story straight?
D_WITNESS: I – I – I don’t know that I contacted witnesses.

PROSECUTION: [Hueston asked Lay about his $120,000 investment in Photophete, a company doing business with Enron.]
D_WITNESS: Do you know if I told Mr. Duncan, the chairman of that committee, about the Photofete situation?

PROSECUTION: What we know and what you know, as the writer of those rules, is that telling one person-if it ever happened-does not satisfy your own rules . . .
D_WITNESS: I would think that the chairman of that committee, just like the chairman of any committee at Enron, can make a decision as to what he or she would like to do with that information or needs to do with that information.

PROSECUTION: Even though that's not what's called for by the code of conduct that you wrote, right?
D_WITNESS: I think we're now getting into form over substance, Mr. Hueston.

PROSECUTION: Well, that's what you would call your rules, then, form over substance, right?
D_WITNESS: No. The rules were very-very important. But, again, if I did notify Mr. Duncan, which I normally would have, then I would Jet him decide whether to take it up with the full committee or whether, in fact, it was even a large enough investment that he should take the time of the full committee.

PROSECUTION: Right. The rules were important, but you didn't follow them?
D_WITNESS: Rules are important, but they should not-you should not be a slave to rules, either....

PROSECUTION: One of the things your attorney said in opening was, quote, “He had real estate in Aspen. He could have sold his home up there. But that’s a long, tedious process; and he's got a wife and children to put up with."" Do you remember that statement?
","```json
{
    ""belief"": ""The witness's response is evasive and does not directly answer the question, which may be seen as an attempt to avoid making a detrimental commitment. The witness's response is slightly relevant but unclear, and it does not provide a clear stance on whether the statement was made or not."",
    ""Commitment_value"": ""4"",
    ""quality_rate"": ""1"",
    ""consistency_value"": ""0"",
    ""relevance_rate"": ""2"",
    ""manner_rate"": ""3"",
    ""outcome_value"": ""Questioner"",
    ""outcome_reason"": ""1""
}
```","The witness's response is evasive and does not directly answer the question, which may be seen as an attempt to avoid making a detrimental commitment. The witness's response is slightly relevant but unclear, and it does not provide a clear stance on whether the statement was made or not.",4,1,0,2,3,Questioner,1,0,1,0,-0.5555555555555556,0.0,0.5,2.0,3.4,-0.924497836174939,-1.0321002202209364,-0.0549946289143335,0.1076023840459974
51,51,Q/A,"Selling property in Aspen, in fact, was not a long, tedious process for you, was it?","Yes, it was....",enron_defense_2,"PROSECUTION: Mr. Petrocelli asked Mr. Skilling, ""Did you have one conversation with one person about getting your story straight? His answer was: ""No.” I’ll pose that question to you, Mr. Lay: Did you have one conversation with one person about getting your story straight for trial?
D_WITNESS: And again, could you elaborate on that, Mr. Hueston? I mean, what story are you talking about?

PROSECUTION: Are you having trouble with that question? I’m just posing the same question?
D_WITNESS: Well, I'm not sure I – I’m telling stories up here. I'm up here to answer your questions.

PROSECUTION: Have you contacted witnesses to get your story straight?
D_WITNESS: I – I – I don’t know that I contacted witnesses.

PROSECUTION: [Hueston asked Lay about his $120,000 investment in Photophete, a company doing business with Enron.]
D_WITNESS: Do you know if I told Mr. Duncan, the chairman of that committee, about the Photofete situation?

PROSECUTION: What we know and what you know, as the writer of those rules, is that telling one person-if it ever happened-does not satisfy your own rules . . .
D_WITNESS: I would think that the chairman of that committee, just like the chairman of any committee at Enron, can make a decision as to what he or she would like to do with that information or needs to do with that information.

PROSECUTION: Even though that's not what's called for by the code of conduct that you wrote, right?
D_WITNESS: I think we're now getting into form over substance, Mr. Hueston.

PROSECUTION: Well, that's what you would call your rules, then, form over substance, right?
D_WITNESS: No. The rules were very-very important. But, again, if I did notify Mr. Duncan, which I normally would have, then I would Jet him decide whether to take it up with the full committee or whether, in fact, it was even a large enough investment that he should take the time of the full committee.

PROSECUTION: Right. The rules were important, but you didn't follow them?
D_WITNESS: Rules are important, but they should not-you should not be a slave to rules, either....

PROSECUTION: One of the things your attorney said in opening was, quote, “He had real estate in Aspen. He could have sold his home up there. But that’s a long, tedious process; and he's got a wife and children to put up with."" Do you remember that statement?
D_WITNESS: I don't. I find the phrasing kind of interesting; but, no, I do not. I mean, he well may have said it.

PROSECUTION: Selling property in Aspen, in fact, was not a long, tedious process for you, was it?
","{
    ""belief"": ""The witness's response 'Yes, it was...' to the question about the tedious process of selling property in Aspen is a direct and clear answer, which does not provide any additional context or explanation. This response is detrimental to the witness as it contradicts the earlier statement made by his attorney, potentially weakening his credibility."",
    ""Commitment_value"": ""1"",
    ""quality_rate"": ""1"",
    ""consistency_value"": ""1"",
    ""relevance_rate"": ""1"",
    ""manner_rate"": ""1"",
    ""outcome_value"": ""Questioner"",
    ""outcome_reason"": ""1""
}","The witness's response 'Yes, it was...' to the question about the tedious process of selling property in Aspen is a direct and clear answer, which does not provide any additional context or explanation. This response is detrimental to the witness as it contradicts the earlier statement made by his attorney, potentially weakening his credibility.",1,1,1,1,1,Questioner,1,0,0,0,-0.6,0.0,1.4,2.0,4.8,-0.924497836174939,-0.5592106647742531,0.2461987453512573,-0.3652871714006859
