,Unnamed: 0.1,Unnamed: 0,type,question,answer,source,all_history,raw_response,belief,Committment_value,quality_rate,consistency_value,relevance_rate,manner_rate,outcome_value,outcome_reason,relevance_binary,manner_binary,quality_binary,NRA,bat,pat,bat_cumsum,pat_cumsum,Z_BaT,Z_PaT,ZNRBaT,net_ZNRBaT
17,17,17,Q/A,"Now, when you entered into this plea of guilty, had you been informed that there was a substantial amount of incriminating evidence against you?",I knew there - nobody had to have the other evidence. I knew it myself.,enron_prosecution_1,"DEFENSE: Now, when you entered into this plea of guilty, had you been informed that there was a substantial amount of incriminating evidence against you?
","{
  ""belief"": ""The witness's response is ambiguous and fails to directly answer whether he was informed that the incriminating evidence existed. Although he claims personal knowledge, he does not commit to explaining if anyone notified him, which weakens his position. This evasion makes the questioner's point more convincing."",
  ""Commitment_value"": ""4"",
  ""quality_rate"": ""1"",
  ""consistency_value"": ""0"",
  ""relevance_rate"": ""2"",
  ""manner_rate"": ""3"",
  ""outcome_value"": ""Questioner"",
  ""outcome_reason"": ""1""
}","The witness's response is ambiguous and fails to directly answer whether he was informed that the incriminating evidence existed. Although he claims personal knowledge, he does not commit to explaining if anyone notified him, which weakens his position. This evasion makes the questioner's point more convincing.",4,1,0,2,3,Questioner,1,0,1,0,-1.0,0.0,0.5,0.0,0.5,-1.0333744309341992,-1.7032562243860303,-0.24478341355620173,0.6698817934518311
18,18,18,Q/A,"Other than what you personally thought in your own mind, did someone show you any incriminating e-mails that showed that you were guilty?","I reviewed my conduct for many years after I left Enron as I was defending myself in the civil cases. Yes, I was guilty of aiding and abetting securities fraud....I didn't plead guilty to one statement on this conference call. That's not petty or whatever you called it – thin? I don't think it's thin or I wouldn't have pled guilty to it. You have three Q and A items there- No. That's not-",enron_prosecution_1,"DEFENSE: Now, when you entered into this plea of guilty, had you been informed that there was a substantial amount of incriminating evidence against you?
P_WITNESS: I knew there - nobody had to have the other evidence. I knew it myself.

DEFENSE: Other than what you personally thought in your own mind, did someone show you any incriminating e-mails that showed that you were guilty?
","{
  ""belief"": ""The witness evaded the immediate question by diverting into a broader admission of guilt and a defense of his plea, rather than directly addressing whether any emails were shown to him. This evasion makes his answer irrelevant and unclear, which benefits the questioner's aim."",
  ""Commitment_value"": ""4"",
  ""quality_rate"": ""1"",
  ""consistency_value"": ""0"",
  ""relevance_rate"": ""4"",
  ""manner_rate"": ""3"",
  ""outcome_value"": ""Questioner"",
  ""outcome_reason"": ""1""
}","The witness evaded the immediate question by diverting into a broader admission of guilt and a defense of his plea, rather than directly addressing whether any emails were shown to him. This evasion makes his answer irrelevant and unclear, which benefits the questioner's aim.",4,1,0,4,3,Questioner,1,1,1,0,-1.0,0.0,0.5,0.0,1.0,-1.0333744309341992,-1.3193255180695072,-0.12154167268818072,0.2859510871353079
19,19,19,Q/A,-cited there.,"They're cited here, yes. I wished that was all I did.",enron_prosecution_1,"DEFENSE: Now, when you entered into this plea of guilty, had you been informed that there was a substantial amount of incriminating evidence against you?
P_WITNESS: I knew there - nobody had to have the other evidence. I knew it myself.

DEFENSE: Other than what you personally thought in your own mind, did someone show you any incriminating e-mails that showed that you were guilty?
P_WITNESS: I reviewed my conduct for many years after I left Enron as I was defending myself in the civil cases. Yes, I was guilty of aiding and abetting securities fraud....I didn't plead guilty to one statement on this conference call. That's not petty or whatever you called it – thin? I don't think it's thin or I wouldn't have pled guilty to it. You have three Q and A items there- No. That's not-

DEFENSE: -cited there.
","{
  ""belief"": ""The witness confirms that incriminating evidence is indeed on record by stating 'They're cited here, yes,' which reinforces the questioner's narrative that there is documented evidence against him. The addition of 'I wished that was all I did' implies regret that his actions went beyond that evidence, further supporting the questioner’s case that there is additional incriminating conduct."",
  ""Commitment_value"": ""1"",
  ""quality_rate"": ""1"",
  ""consistency_value"": ""0"",
  ""relevance_rate"": ""1"",
  ""manner_rate"": ""2"",
  ""outcome_value"": ""Questioner"",
  ""outcome_reason"": ""1""
}","The witness confirms that incriminating evidence is indeed on record by stating 'They're cited here, yes,' which reinforces the questioner's narrative that there is documented evidence against him. The addition of 'I wished that was all I did' implies regret that his actions went beyond that evidence, further supporting the questioner’s case that there is additional incriminating conduct.",1,1,0,1,2,Questioner,1,0,0,0,-1.0,0.0,1.0,0.0,2.0,-1.0333744309341992,-0.5514641054364607,0.3040753454931323,-0.4819103254977385
20,20,20,Q/A,"So, back to my question, then. You're still in the mode of protecting yourself, aren't you?","I don't know what you mean by ""protecting"" myself, but I don't feel that in the last three days I've protected myself in any way.",enron_prosecution_1,"DEFENSE: Now, when you entered into this plea of guilty, had you been informed that there was a substantial amount of incriminating evidence against you?
P_WITNESS: I knew there - nobody had to have the other evidence. I knew it myself.

DEFENSE: Other than what you personally thought in your own mind, did someone show you any incriminating e-mails that showed that you were guilty?
P_WITNESS: I reviewed my conduct for many years after I left Enron as I was defending myself in the civil cases. Yes, I was guilty of aiding and abetting securities fraud....I didn't plead guilty to one statement on this conference call. That's not petty or whatever you called it – thin? I don't think it's thin or I wouldn't have pled guilty to it. You have three Q and A items there- No. That's not-

DEFENSE: -cited there.
P_WITNESS: They're cited here, yes. I wished that was all I did.

DEFENSE: So, back to my question, then. You're still in the mode of protecting yourself, aren't you?
","{
  ""belief"": ""The witness directly denied that they had been in a mode of self‐protection over the last three days. While the response skirts an explanation by claiming uncertainty about the term's meaning, it is a direct answer that denies the charge without contradiction to earlier testimony."",
  ""Commitment_value"": ""3"",
  ""quality_rate"": ""1"",
  ""consistency_value"": ""0"",
  ""relevance_rate"": ""1"",
  ""manner_rate"": ""2"",
  ""outcome_value"": ""Witness"",
  ""outcome_reason"": ""1""
}","The witness directly denied that they had been in a mode of self‐protection over the last three days. While the response skirts an explanation by claiming uncertainty about the term's meaning, it is a direct answer that denies the charge without contradiction to earlier testimony.",3,1,0,1,2,Witness,1,0,0,0,-0.5,0.5,0.0,0.5,2.0,-0.7261550055213292,-0.5514641054364607,0.13673159597143805,-0.17469090008486843
21,21,21,Q/A,"What does it mean to say ""the Department's assessment of the value of your assistance and your cooperation""?","The fullness. The – staying on the right track, not-not concentrating on little issues or avoiding the questions. I would put that in the value category.",enron_prosecution_1,"DEFENSE: Now, when you entered into this plea of guilty, had you been informed that there was a substantial amount of incriminating evidence against you?
P_WITNESS: I knew there - nobody had to have the other evidence. I knew it myself.

DEFENSE: Other than what you personally thought in your own mind, did someone show you any incriminating e-mails that showed that you were guilty?
P_WITNESS: I reviewed my conduct for many years after I left Enron as I was defending myself in the civil cases. Yes, I was guilty of aiding and abetting securities fraud....I didn't plead guilty to one statement on this conference call. That's not petty or whatever you called it – thin? I don't think it's thin or I wouldn't have pled guilty to it. You have three Q and A items there- No. That's not-

DEFENSE: -cited there.
P_WITNESS: They're cited here, yes. I wished that was all I did.

DEFENSE: So, back to my question, then. You're still in the mode of protecting yourself, aren't you?
P_WITNESS: I don't know what you mean by ""protecting"" myself, but I don't feel that in the last three days I've protected myself in any way.

DEFENSE: What does it mean to say ""the Department's assessment of the value of your assistance and your cooperation""?
","{
  ""belief"": ""The witness’s response was ambiguous and hedged. Although he did provide an explanation to define what he meant by the department’s assessment of his cooperation, his answer was vague and lacked a firm, clear commitment. In doing so, he failed to offer a convincing or detailed definition, which ultimately strengthens the position of the questioner."",
  ""Commitment_value"": ""3"",
  ""quality_rate"": ""1"",
  ""consistency_value"": ""0"",
  ""relevance_rate"": ""1"",
  ""manner_rate"": ""2"",
  ""outcome_value"": ""Questioner"",
  ""outcome_reason"": ""1""
}","The witness’s response was ambiguous and hedged. Although he did provide an explanation to define what he meant by the department’s assessment of his cooperation, his answer was vague and lacked a firm, clear commitment. In doing so, he failed to offer a convincing or detailed definition, which ultimately strengthens the position of the questioner.",3,1,0,1,2,Questioner,1,0,0,0,-0.6,0.5,0.0,1.0,2.0,-0.41893558010845916,-0.5514641054364607,-0.13657107200481136,0.13252852532800158
22,22,22,Q/A,Might it also include how helpful you were to the cause of the Government?,No.,enron_prosecution_1,"DEFENSE: Now, when you entered into this plea of guilty, had you been informed that there was a substantial amount of incriminating evidence against you?
P_WITNESS: I knew there - nobody had to have the other evidence. I knew it myself.

DEFENSE: Other than what you personally thought in your own mind, did someone show you any incriminating e-mails that showed that you were guilty?
P_WITNESS: I reviewed my conduct for many years after I left Enron as I was defending myself in the civil cases. Yes, I was guilty of aiding and abetting securities fraud....I didn't plead guilty to one statement on this conference call. That's not petty or whatever you called it – thin? I don't think it's thin or I wouldn't have pled guilty to it. You have three Q and A items there- No. That's not-

DEFENSE: -cited there.
P_WITNESS: They're cited here, yes. I wished that was all I did.

DEFENSE: So, back to my question, then. You're still in the mode of protecting yourself, aren't you?
P_WITNESS: I don't know what you mean by ""protecting"" myself, but I don't feel that in the last three days I've protected myself in any way.

DEFENSE: What does it mean to say ""the Department's assessment of the value of your assistance and your cooperation""?
P_WITNESS: The fullness. The – staying on the right track, not-not concentrating on little issues or avoiding the questions. I would put that in the value category.

DEFENSE: Might it also include how helpful you were to the cause of the Government?
","{
  ""belief"": ""The witness’s one‐word answer 'No' is very terse and unelaborated. Although it directly addresses the question and is consistent with his previous statements, its brevity leaves it open to interpretation and detracts from any effort to cast his cooperation in a positive light. In effect, the lack of additional elaboration benefits the questioner by not bolstering the witness’s case."",
  ""Commitment_value"": ""1"",
  ""quality_rate"": ""1"",
  ""consistency_value"": ""0"",
  ""relevance_rate"": ""1"",
  ""manner_rate"": ""1"",
  ""outcome_value"": ""Questioner"",
  ""outcome_reason"": ""1""
}","The witness’s one‐word answer 'No' is very terse and unelaborated. Although it directly addresses the question and is consistent with his previous statements, its brevity leaves it open to interpretation and detracts from any effort to cast his cooperation in a positive light. In effect, the lack of additional elaboration benefits the questioner by not bolstering the witness’s case.",1,1,0,1,1,Questioner,1,0,0,0,-0.6666666666666666,0.0,1.0,1.0,3.0,-0.41893558010845916,0.21639730719658576,3.136853485373034,-0.6353328873050449
23,23,23,Q/A,Are you sure of that?,"I'm sure of that, because I don't know that I will, by all means and everything I say, help the Government....",enron_prosecution_1,"DEFENSE: Now, when you entered into this plea of guilty, had you been informed that there was a substantial amount of incriminating evidence against you?
P_WITNESS: I knew there - nobody had to have the other evidence. I knew it myself.

DEFENSE: Other than what you personally thought in your own mind, did someone show you any incriminating e-mails that showed that you were guilty?
P_WITNESS: I reviewed my conduct for many years after I left Enron as I was defending myself in the civil cases. Yes, I was guilty of aiding and abetting securities fraud....I didn't plead guilty to one statement on this conference call. That's not petty or whatever you called it – thin? I don't think it's thin or I wouldn't have pled guilty to it. You have three Q and A items there- No. That's not-

DEFENSE: -cited there.
P_WITNESS: They're cited here, yes. I wished that was all I did.

DEFENSE: So, back to my question, then. You're still in the mode of protecting yourself, aren't you?
P_WITNESS: I don't know what you mean by ""protecting"" myself, but I don't feel that in the last three days I've protected myself in any way.

DEFENSE: What does it mean to say ""the Department's assessment of the value of your assistance and your cooperation""?
P_WITNESS: The fullness. The – staying on the right track, not-not concentrating on little issues or avoiding the questions. I would put that in the value category.

DEFENSE: Might it also include how helpful you were to the cause of the Government?
P_WITNESS: No.

DEFENSE: Are you sure of that?
","{
  ""belief"": ""The witness reaffirms his previous position by stating 'I’m sure of that,' and while his explanation uses some hedging, it remains consistent with his earlier testimony. His response directly addresses the question with a calculated language that limits additional helpfulness to the Government, thereby reinforcing his narrative. Despite the slight ambiguity, his clear commitment supports his own position more than it benefits the questioner."",
  ""Commitment_value"": ""2"",
  ""quality_rate"": ""1"",
  ""consistency_value"": ""0"",
  ""relevance_rate"": ""1"",
  ""manner_rate"": ""2"",
  ""outcome_value"": ""Witness"",
  ""outcome_reason"": ""1""
}","The witness reaffirms his previous position by stating 'I’m sure of that,' and while his explanation uses some hedging, it remains consistent with his earlier testimony. His response directly addresses the question with a calculated language that limits additional helpfulness to the Government, thereby reinforcing his narrative. Despite the slight ambiguity, his clear commitment supports his own position more than it benefits the questioner.",2,1,0,1,2,Witness,1,0,0,0,-0.42857142857142855,1.0,0.0,2.0,3.0,0.19550327071728088,0.21639730719658576,-0.050725921738507665,-0.02089403647930488
24,24,24,Q/A,"And at the time you pled guilty, how old were your three children?",Two of them. . .,enron_prosecution_1,"DEFENSE: Now, when you entered into this plea of guilty, had you been informed that there was a substantial amount of incriminating evidence against you?
P_WITNESS: I knew there - nobody had to have the other evidence. I knew it myself.

DEFENSE: Other than what you personally thought in your own mind, did someone show you any incriminating e-mails that showed that you were guilty?
P_WITNESS: I reviewed my conduct for many years after I left Enron as I was defending myself in the civil cases. Yes, I was guilty of aiding and abetting securities fraud....I didn't plead guilty to one statement on this conference call. That's not petty or whatever you called it – thin? I don't think it's thin or I wouldn't have pled guilty to it. You have three Q and A items there- No. That's not-

DEFENSE: -cited there.
P_WITNESS: They're cited here, yes. I wished that was all I did.

DEFENSE: So, back to my question, then. You're still in the mode of protecting yourself, aren't you?
P_WITNESS: I don't know what you mean by ""protecting"" myself, but I don't feel that in the last three days I've protected myself in any way.

DEFENSE: What does it mean to say ""the Department's assessment of the value of your assistance and your cooperation""?
P_WITNESS: The fullness. The – staying on the right track, not-not concentrating on little issues or avoiding the questions. I would put that in the value category.

DEFENSE: Might it also include how helpful you were to the cause of the Government?
P_WITNESS: No.

DEFENSE: Are you sure of that?
P_WITNESS: I'm sure of that, because I don't know that I will, by all means and everything I say, help the Government....

DEFENSE: And at the time you pled guilty, how old were your three children?
","{
  ""belief"": ""The witness's answer 'Two of them...' to the question 'And at the time you pled guilty, how old were your three children?' is ambiguous and incomplete, failing to account for all three children. This lack of a full and clear answer benefits the questioner, as the witness does not commit to a precise response."",
  ""Commitment_value"": ""4"",
  ""quality_rate"": ""1"",
  ""consistency_value"": ""0"",
  ""relevance_rate"": ""2"",
  ""manner_rate"": ""3"",
  ""outcome_value"": ""Questioner"",
  ""outcome_reason"": ""1""
}","The witness's answer 'Two of them...' to the question 'And at the time you pled guilty, how old were your three children?' is ambiguous and incomplete, failing to account for all three children. This lack of a full and clear answer benefits the questioner, as the witness does not commit to a precise response.",4,1,0,2,3,Questioner,1,0,1,0,-0.5,0.0,0.5,2.0,3.5,0.19550327071728088,0.6003280135131089,-0.5086816148316091,-0.40482474279582803
28,28,28,Q/A,"Are you afraid, sir, as you sit here now? Do you have a fear of giving an answer that might alienate the Government because of the control they have over the rest of your life?",No.,enron_prosecution_1,"DEFENSE: Now, when you entered into this plea of guilty, had you been informed that there was a substantial amount of incriminating evidence against you?
P_WITNESS: I knew there - nobody had to have the other evidence. I knew it myself.

DEFENSE: Other than what you personally thought in your own mind, did someone show you any incriminating e-mails that showed that you were guilty?
P_WITNESS: I reviewed my conduct for many years after I left Enron as I was defending myself in the civil cases. Yes, I was guilty of aiding and abetting securities fraud....I didn't plead guilty to one statement on this conference call. That's not petty or whatever you called it – thin? I don't think it's thin or I wouldn't have pled guilty to it. You have three Q and A items there- No. That's not-

DEFENSE: -cited there.
P_WITNESS: They're cited here, yes. I wished that was all I did.

DEFENSE: So, back to my question, then. You're still in the mode of protecting yourself, aren't you?
P_WITNESS: I don't know what you mean by ""protecting"" myself, but I don't feel that in the last three days I've protected myself in any way.

DEFENSE: What does it mean to say ""the Department's assessment of the value of your assistance and your cooperation""?
P_WITNESS: The fullness. The – staying on the right track, not-not concentrating on little issues or avoiding the questions. I would put that in the value category.

DEFENSE: Might it also include how helpful you were to the cause of the Government?
P_WITNESS: No.

DEFENSE: Are you sure of that?
P_WITNESS: I'm sure of that, because I don't know that I will, by all means and everything I say, help the Government....

DEFENSE: And at the time you pled guilty, how old were your three children?
P_WITNESS: Two of them. . .

DEFENSE: Would you like to take a break, sir?
nan: nan

COURT: Why don't we take about a ten-minute break?
nan: nan

OTHERS: I'm fine. I'm fine…
nan: nan

DEFENSE: Are you afraid, sir, as you sit here now? Do you have a fear of giving an answer that might alienate the Government because of the control they have over the rest of your life?
","{
  ""belief"": ""The witness gives a very direct and clear answer by simply stating 'No' when asked if he is afraid. This response is both unequivocal and consistent with his earlier testimony, and it works in his favor by undercutting the defense's attempt to frame him as emotionally vulnerable. The simplicity and clarity of the answer, along with its direct relevance to the question asked, makes his reply convincing in this turn."",
  ""Commitment_value"": ""2"",
  ""quality_rate"": ""1"", 
  ""consistency_value"": ""0"",
  ""relevance_rate"": ""1"",
  ""manner_rate"": ""1"", 
  ""outcome_value"": ""Witness"",
  ""outcome_reason"": ""1""
}","The witness gives a very direct and clear answer by simply stating 'No' when asked if he is afraid. This response is both unequivocal and consistent with his earlier testimony, and it works in his favor by undercutting the defense's attempt to frame him as emotionally vulnerable. The simplicity and clarity of the answer, along with its direct relevance to the question asked, makes his reply convincing in this turn.",2,1,0,1,1,Witness,1,0,0,0,-0.3333333333333333,1.0,0.0,3.0,3.5,0.8099421215430209,0.6003280135131089,0.14863401189557854,0.20961410802991198
29,29,29,Q/A,You have no fear at all?,"I'm past that....If I can answer your earlier question, my children, two are in college and one in high school.",enron_prosecution_1,"DEFENSE: Now, when you entered into this plea of guilty, had you been informed that there was a substantial amount of incriminating evidence against you?
P_WITNESS: I knew there - nobody had to have the other evidence. I knew it myself.

DEFENSE: Other than what you personally thought in your own mind, did someone show you any incriminating e-mails that showed that you were guilty?
P_WITNESS: I reviewed my conduct for many years after I left Enron as I was defending myself in the civil cases. Yes, I was guilty of aiding and abetting securities fraud....I didn't plead guilty to one statement on this conference call. That's not petty or whatever you called it – thin? I don't think it's thin or I wouldn't have pled guilty to it. You have three Q and A items there- No. That's not-

DEFENSE: -cited there.
P_WITNESS: They're cited here, yes. I wished that was all I did.

DEFENSE: So, back to my question, then. You're still in the mode of protecting yourself, aren't you?
P_WITNESS: I don't know what you mean by ""protecting"" myself, but I don't feel that in the last three days I've protected myself in any way.

DEFENSE: What does it mean to say ""the Department's assessment of the value of your assistance and your cooperation""?
P_WITNESS: The fullness. The – staying on the right track, not-not concentrating on little issues or avoiding the questions. I would put that in the value category.

DEFENSE: Might it also include how helpful you were to the cause of the Government?
P_WITNESS: No.

DEFENSE: Are you sure of that?
P_WITNESS: I'm sure of that, because I don't know that I will, by all means and everything I say, help the Government....

DEFENSE: And at the time you pled guilty, how old were your three children?
P_WITNESS: Two of them. . .

DEFENSE: Would you like to take a break, sir?
nan: nan

COURT: Why don't we take about a ten-minute break?
nan: nan

OTHERS: I'm fine. I'm fine…
nan: nan

DEFENSE: Are you afraid, sir, as you sit here now? Do you have a fear of giving an answer that might alienate the Government because of the control they have over the rest of your life?
P_WITNESS: No.

DEFENSE: You have no fear at all?
","{
  ""belief"": ""The witness tries to deflect the authority’s insinuation by saying he’s 'past' feeling fear, but then deviates into answering an earlier question about his children. This mixed message is somewhat beneficial to his narrative because he asserts confidence, yet his added details (ages of his children) don't directly address the immediate question and conflict with his earlier incomplete response. Overall, while he denies the element of fear, the diversion creates a slight inconsistency which weakens the clarity and relevance of his answer. Still, his overall posture favors his own stance rather than trembling before the government."",
  ""Commitment_value"": ""2"",
  ""quality_rate"": ""1"",
  ""consistency_value"": ""1"",
  ""relevance_rate"": ""3"",
  ""manner_rate"": ""2"",
  ""outcome_value"": ""Witness"",
  ""outcome_reason"": ""1""
}","The witness tries to deflect the authority’s insinuation by saying he’s 'past' feeling fear, but then deviates into answering an earlier question about his children. This mixed message is somewhat beneficial to his narrative because he asserts confidence, yet his added details (ages of his children) don't directly address the immediate question and conflict with his earlier incomplete response. Overall, while he denies the element of fear, the diversion creates a slight inconsistency which weakens the clarity and relevance of his answer. Still, his overall posture favors his own stance rather than trembling before the government.",2,1,1,3,2,Witness,1,1,0,0,-0.2,1.0,1.2000000000000002,4.0,4.7,1.4243809723687613,1.5217617086727648,-0.03305363889218608,-0.09738073630400357
