,Unnamed: 0.1,Unnamed: 0,type,question,answer,source,all_history,raw_response,belief,Committment_value,quality_rate,consistency_value,relevance_rate,manner_rate,outcome_value,outcome_reason,relevance_binary,manner_binary,quality_binary,NRA,bat,pat,bat_cumsum,pat_cumsum,Z_BaT,Z_PaT,ZNRBaT,net_ZNRBaT
31,31,31,Q/A,"Sir, 24680 is a check [to Ms. Bender] dated March 3 of 1998, Number 276; correct?","Yes, that's correct.",enron_defense_1,"PROSECUTION: Sir, 24680 is a check [to Ms. Bender] dated March 3 of 1998, Number 276; correct?
","{
  ""belief"": ""The witness's answer is direct and unambiguous, confirming the details presented by the prosecution about the check. This commitment, while clear and factually aligned with previous testimony, serves more to the prosecution's advantage as it corroborates the facts they presented."",
  ""Commitment_value"": ""1"",
  ""quality_rate"": ""1"",
  ""consistency_value"": ""0"",
  ""relevance_rate"": ""1"",
  ""manner_rate"": ""1"",
  ""outcome_value"": ""Questioner"",
  ""outcome_reason"": ""1""
}","The witness's answer is direct and unambiguous, confirming the details presented by the prosecution about the check. This commitment, while clear and factually aligned with previous testimony, serves more to the prosecution's advantage as it corroborates the facts they presented.",1,1,0,1,1,Questioner,1,0,0,0,-1,0,1.0,0.0,1.0,,-1.8812090177386067,,
32,32,32,Q/A,"The next one is dated [sic] 277 for $10,000 to Ms. Bender; correct?",That's correct.,enron_defense_1,"PROSECUTION: Sir, 24680 is a check [to Ms. Bender] dated March 3 of 1998, Number 276; correct?
D_WITNESS: Yes, that's correct.

PROSECUTION: The next one is dated [sic] 277 for $10,000 to Ms. Bender; correct?
","{
  ""belief"": ""The witness’s brief response 'That's correct.' affirms the details put forward by the questioner, which directly supports the prosecution’s narrative and undercuts any defense argument on this point."",
  ""Commitment_value"": ""1"",
  ""quality_rate"": ""1"",
  ""consistency_value"": ""0"",
  ""relevance_rate"": ""1"",
  ""manner_rate"": ""1"",
  ""outcome_value"": ""Questioner"",
  ""outcome_reason"": ""1""
}","The witness’s brief response 'That's correct.' affirms the details put forward by the questioner, which directly supports the prosecution’s narrative and undercuts any defense argument on this point.",1,1,0,1,1,Questioner,1,0,0,0,-1,0,1.0,0.0,2.0,,-1.3764944032233708,,
33,33,33,Q/A,"The next one in sequence, March 2nd, 1998, $10,000 to Ms. Bender?",That's correct.,enron_defense_1,"PROSECUTION: Sir, 24680 is a check [to Ms. Bender] dated March 3 of 1998, Number 276; correct?
D_WITNESS: Yes, that's correct.

PROSECUTION: The next one is dated [sic] 277 for $10,000 to Ms. Bender; correct?
D_WITNESS: That's correct.

PROSECUTION: The next one in sequence, March 2nd, 1998, $10,000 to Ms. Bender?
","{
    ""belief"": ""The witness directly and clearly confirmed the fact in question, which is consistent with his previous testimony. By acknowledging 'That's correct', he inadvertently reinforces the sequence of transactions described by the prosecution, reducing ambiguity. This direct confirmation benefits the questioner by solidifying the fact pattern."",
    ""Commitment_value"": ""1"",
    ""quality_rate"": ""1"",
    ""consistency_value"": ""0"",
    ""relevance_rate"": ""1"",
    ""manner_rate"": ""1"",
    ""outcome_value"": ""Questioner"",
    ""outcome_reason"": ""1""
}","The witness directly and clearly confirmed the fact in question, which is consistent with his previous testimony. By acknowledging 'That's correct', he inadvertently reinforces the sequence of transactions described by the prosecution, reducing ambiguity. This direct confirmation benefits the questioner by solidifying the fact pattern.",1,1,0,1,1,Questioner,1,0,0,0,-1,0,1.0,0.0,3.0,,-0.8717797887081349,,
34,34,34,Q/A,"The next one, 279April 10th of 1998, $55,000 to the IRS?",That's correct.,enron_defense_1,"PROSECUTION: Sir, 24680 is a check [to Ms. Bender] dated March 3 of 1998, Number 276; correct?
D_WITNESS: Yes, that's correct.

PROSECUTION: The next one is dated [sic] 277 for $10,000 to Ms. Bender; correct?
D_WITNESS: That's correct.

PROSECUTION: The next one in sequence, March 2nd, 1998, $10,000 to Ms. Bender?
D_WITNESS: That's correct.

PROSECUTION: The next one, 279April 10th of 1998, $55,000 to the IRS?
","{
  ""belief"": ""The witness's brief, affirmative response demonstrates clear and committed affirmation of the details put forth by the prosecution. This commitment reinforces the questioner's narrative by confirming their presented evidence without deviation."",
  ""Commitment_value"": ""1"",
  ""quality_rate"": ""1"",
  ""consistency_value"": ""0"",
  ""relevance_rate"": ""1"",
  ""manner_rate"": ""1"",
  ""outcome_value"": ""Questioner"",
  ""outcome_reason"": ""1""
}","The witness's brief, affirmative response demonstrates clear and committed affirmation of the details put forth by the prosecution. This commitment reinforces the questioner's narrative by confirming their presented evidence without deviation.",1,1,0,1,1,Questioner,1,0,0,0,-1,0,1.0,0.0,4.0,,-0.36706517419289897,,
35,35,35,Q/A,"Sir, is it your testimony that you did not backdate that Check Number 277?",I don't recall.,enron_defense_1,"PROSECUTION: Sir, 24680 is a check [to Ms. Bender] dated March 3 of 1998, Number 276; correct?
D_WITNESS: Yes, that's correct.

PROSECUTION: The next one is dated [sic] 277 for $10,000 to Ms. Bender; correct?
D_WITNESS: That's correct.

PROSECUTION: The next one in sequence, March 2nd, 1998, $10,000 to Ms. Bender?
D_WITNESS: That's correct.

PROSECUTION: The next one, 279April 10th of 1998, $55,000 to the IRS?
D_WITNESS: That's correct.

PROSECUTION: Sir, is it your testimony that you did not backdate that Check Number 277?
","{
  ""belief"": ""The witness's failure to commit to a clear answer when asked if he did not backdate Check Number 277 undermines his earlier consistent testimony, thus favoring the questioner by casting doubt on his credibility."",
  ""Commitment_value"": ""4"",
  ""quality_rate"": ""1"",
  ""consistency_value"": ""1"",
  ""relevance_rate"": ""1"",
  ""manner_rate"": ""1"",
  ""outcome_value"": ""Questioner"",
  ""outcome_reason"": ""2""
}","The witness's failure to commit to a clear answer when asked if he did not backdate Check Number 277 undermines his earlier consistent testimony, thus favoring the questioner by casting doubt on his credibility.",4,1,1,1,1,Questioner,2,0,0,0,-1,0,0.5,0.0,4.5,,-0.11470786693528101,,
36,36,36,Q/A,"Can you explain to the jury, sir, why it is that Check 277 has a date of December 28, 1997?","No, I can't, Mr. Berkowitz. And if it’s – if you believe that this is somehow a violation of a tax laws. I'd be happy to sit down and talk to you about it, because it's not...",enron_defense_1,"PROSECUTION: Sir, 24680 is a check [to Ms. Bender] dated March 3 of 1998, Number 276; correct?
D_WITNESS: Yes, that's correct.

PROSECUTION: The next one is dated [sic] 277 for $10,000 to Ms. Bender; correct?
D_WITNESS: That's correct.

PROSECUTION: The next one in sequence, March 2nd, 1998, $10,000 to Ms. Bender?
D_WITNESS: That's correct.

PROSECUTION: The next one, 279April 10th of 1998, $55,000 to the IRS?
D_WITNESS: That's correct.

PROSECUTION: Sir, is it your testimony that you did not backdate that Check Number 277?
D_WITNESS: I don't recall.

PROSECUTION: Can you explain to the jury, sir, why it is that Check 277 has a date of December 28, 1997?
","{
  ""belief"": ""The witness evades providing a direct explanation and instead offers a vague and tangential statement that does not address the core issue regarding the altered date. This evasiveness benefits the questioner, as it undermines the witness's credibility regarding the backdating allegation."",
  ""Commitment_value"": ""4"",
  ""quality_rate"": ""1"",
  ""consistency_value"": ""0"",
  ""relevance_rate"": ""3"",
  ""manner_rate"": ""2"",
  ""outcome_value"": ""Questioner"",
  ""outcome_reason"": ""1""
}","The witness evades providing a direct explanation and instead offers a vague and tangential statement that does not address the core issue regarding the altered date. This evasiveness benefits the questioner, as it undermines the witness's credibility regarding the backdating allegation.",4,1,0,3,2,Questioner,1,1,0,0,-1,0,0.5,0.0,5.0,,0.13764944032233695,,
37,37,37,Q/A,"And, sir, is it your testimony that your relationship-that the personal nature of your relationship with Ms. Bender ended in 1998?",I'm sorry.,enron_defense_1,"PROSECUTION: Sir, 24680 is a check [to Ms. Bender] dated March 3 of 1998, Number 276; correct?
D_WITNESS: Yes, that's correct.

PROSECUTION: The next one is dated [sic] 277 for $10,000 to Ms. Bender; correct?
D_WITNESS: That's correct.

PROSECUTION: The next one in sequence, March 2nd, 1998, $10,000 to Ms. Bender?
D_WITNESS: That's correct.

PROSECUTION: The next one, 279April 10th of 1998, $55,000 to the IRS?
D_WITNESS: That's correct.

PROSECUTION: Sir, is it your testimony that you did not backdate that Check Number 277?
D_WITNESS: I don't recall.

PROSECUTION: Can you explain to the jury, sir, why it is that Check 277 has a date of December 28, 1997?
D_WITNESS: No, I can't, Mr. Berkowitz. And if it’s – if you believe that this is somehow a violation of a tax laws. I'd be happy to sit down and talk to you about it, because it's not...

PROSECUTION: And, sir, is it your testimony that your relationship-that the personal nature of your relationship with Ms. Bender ended in 1998?
","{
  ""belief"": ""The witness's reply of 'I'm sorry' does not commit to any stance or provide any explanation in response to the prosecutor's question about the personal relationship. It is evasive and fails to address the point, which leaves the questioner's line of inquiry unchallenged."",
  ""Commitment_value"": ""4"",
  ""quality_rate"": ""1"",
  ""consistency_value"": ""0"",
  ""relevance_rate"": ""4"",
  ""manner_rate"": ""1"",
  ""outcome_value"": ""Questioner"",
  ""outcome_reason"": ""1""
}","The witness's reply of 'I'm sorry' does not commit to any stance or provide any explanation in response to the prosecutor's question about the personal relationship. It is evasive and fails to address the point, which leaves the questioner's line of inquiry unchallenged.",4,1,0,4,1,Questioner,1,1,0,0,-1,0,0.5,0.0,5.5,,0.3900067475799549,,
38,38,38,Q/A,Is it your testimony that the personal nature of your relationship with Ms. Bender ended in 1998?,"Oh, no. We stayed friends. We're friends. I haven’t talked to her in awhile, but we may have occasionally dated some subsequent to that.",enron_defense_1,"PROSECUTION: Sir, 24680 is a check [to Ms. Bender] dated March 3 of 1998, Number 276; correct?
D_WITNESS: Yes, that's correct.

PROSECUTION: The next one is dated [sic] 277 for $10,000 to Ms. Bender; correct?
D_WITNESS: That's correct.

PROSECUTION: The next one in sequence, March 2nd, 1998, $10,000 to Ms. Bender?
D_WITNESS: That's correct.

PROSECUTION: The next one, 279April 10th of 1998, $55,000 to the IRS?
D_WITNESS: That's correct.

PROSECUTION: Sir, is it your testimony that you did not backdate that Check Number 277?
D_WITNESS: I don't recall.

PROSECUTION: Can you explain to the jury, sir, why it is that Check 277 has a date of December 28, 1997?
D_WITNESS: No, I can't, Mr. Berkowitz. And if it’s – if you believe that this is somehow a violation of a tax laws. I'd be happy to sit down and talk to you about it, because it's not...

PROSECUTION: And, sir, is it your testimony that your relationship-that the personal nature of your relationship with Ms. Bender ended in 1998?
D_WITNESS: I'm sorry.

PROSECUTION: Is it your testimony that the personal nature of your relationship with Ms. Bender ended in 1998?
","{
  ""belief"": ""The witness's answer gives an evasive and ambiguous account regarding the end of his personal relationship with Ms. Bender. Instead of clearly confirming or denying that it ended in 1998, he explains that they remained friends and possibly continued to date on occasion. This lack of commitment benefits the questioner by failing to provide a definitive answer."",
  ""Commitment_value"": ""4"",
  ""quality_rate"": ""1"",
  ""consistency_value"": ""0"",
  ""relevance_rate"": ""2"",
  ""manner_rate"": ""2"",
  ""outcome_value"": ""Questioner"",
  ""outcome_reason"": ""1""
}","The witness's answer gives an evasive and ambiguous account regarding the end of his personal relationship with Ms. Bender. Instead of clearly confirming or denying that it ended in 1998, he explains that they remained friends and possibly continued to date on occasion. This lack of commitment benefits the questioner by failing to provide a definitive answer.",4,1,0,2,2,Questioner,1,0,0,0,-1,0,0.5,0.0,6.0,,0.6423640548375729,,
39,39,39,Q/A,But your romantic relationship with her ended in 1997 or 1998?,We stayed friends after that.,enron_defense_1,"PROSECUTION: Sir, 24680 is a check [to Ms. Bender] dated March 3 of 1998, Number 276; correct?
D_WITNESS: Yes, that's correct.

PROSECUTION: The next one is dated [sic] 277 for $10,000 to Ms. Bender; correct?
D_WITNESS: That's correct.

PROSECUTION: The next one in sequence, March 2nd, 1998, $10,000 to Ms. Bender?
D_WITNESS: That's correct.

PROSECUTION: The next one, 279April 10th of 1998, $55,000 to the IRS?
D_WITNESS: That's correct.

PROSECUTION: Sir, is it your testimony that you did not backdate that Check Number 277?
D_WITNESS: I don't recall.

PROSECUTION: Can you explain to the jury, sir, why it is that Check 277 has a date of December 28, 1997?
D_WITNESS: No, I can't, Mr. Berkowitz. And if it’s – if you believe that this is somehow a violation of a tax laws. I'd be happy to sit down and talk to you about it, because it's not...

PROSECUTION: And, sir, is it your testimony that your relationship-that the personal nature of your relationship with Ms. Bender ended in 1998?
D_WITNESS: I'm sorry.

PROSECUTION: Is it your testimony that the personal nature of your relationship with Ms. Bender ended in 1998?
D_WITNESS: Oh, no. We stayed friends. We're friends. I haven’t talked to her in awhile, but we may have occasionally dated some subsequent to that.

PROSECUTION: But your romantic relationship with her ended in 1997 or 1998?
","{
  ""belief"": ""The witness's answer does not directly address the question asked. By saying 'We stayed friends after that' instead of clearly indicating whether the romantic relationship ended in 1997 or 1998, the witness fails to commit to a specific timeline. This evasion benefits the questioner since it contradicts the need for a clear answer regarding the timeline."",
  ""Commitment_value"": ""4"",
  ""quality_rate"": ""1"",
  ""consistency_value"": ""0"",
  ""relevance_rate"": ""3"",
  ""manner_rate"": ""2"",
  ""outcome_value"": ""Questioner"",
  ""outcome_reason"": ""1""
}","The witness's answer does not directly address the question asked. By saying 'We stayed friends after that' instead of clearly indicating whether the romantic relationship ended in 1997 or 1998, the witness fails to commit to a specific timeline. This evasion benefits the questioner since it contradicts the need for a clear answer regarding the timeline.",4,1,0,3,2,Questioner,1,1,0,0,-1,0,0.5,0.0,6.5,,0.8947213620951908,,
40,40,40,Q/A,That's not my question.,"You'd have to define – what – what does this have to do with fraud at Enron Corporation, just out of curiosity?",enron_defense_1,"PROSECUTION: Sir, 24680 is a check [to Ms. Bender] dated March 3 of 1998, Number 276; correct?
D_WITNESS: Yes, that's correct.

PROSECUTION: The next one is dated [sic] 277 for $10,000 to Ms. Bender; correct?
D_WITNESS: That's correct.

PROSECUTION: The next one in sequence, March 2nd, 1998, $10,000 to Ms. Bender?
D_WITNESS: That's correct.

PROSECUTION: The next one, 279April 10th of 1998, $55,000 to the IRS?
D_WITNESS: That's correct.

PROSECUTION: Sir, is it your testimony that you did not backdate that Check Number 277?
D_WITNESS: I don't recall.

PROSECUTION: Can you explain to the jury, sir, why it is that Check 277 has a date of December 28, 1997?
D_WITNESS: No, I can't, Mr. Berkowitz. And if it’s – if you believe that this is somehow a violation of a tax laws. I'd be happy to sit down and talk to you about it, because it's not...

PROSECUTION: And, sir, is it your testimony that your relationship-that the personal nature of your relationship with Ms. Bender ended in 1998?
D_WITNESS: I'm sorry.

PROSECUTION: Is it your testimony that the personal nature of your relationship with Ms. Bender ended in 1998?
D_WITNESS: Oh, no. We stayed friends. We're friends. I haven’t talked to her in awhile, but we may have occasionally dated some subsequent to that.

PROSECUTION: But your romantic relationship with her ended in 1997 or 1998?
D_WITNESS: We stayed friends after that.

PROSECUTION: That's not my question.
","{
  ""belief"": ""The witness’s response sidesteps the intended inquiry by asking for clarification about the relevance of Enron fraud, rather than addressing the issues raised in the questioning. In doing so, he makes no substantive commitment and does not offer information that can bolster his side, which benefits the questioner."",
  ""Commitment_value"": ""4"",
  ""quality_rate"": ""1"",
  ""consistency_value"": ""0"",
  ""relevance_rate"": ""4"",
  ""manner_rate"": ""2"",
  ""outcome_value"": ""Questioner"",
  ""outcome_reason"": ""1""
}","The witness’s response sidesteps the intended inquiry by asking for clarification about the relevance of Enron fraud, rather than addressing the issues raised in the questioning. In doing so, he makes no substantive commitment and does not offer information that can bolster his side, which benefits the questioner.",4,1,0,4,2,Questioner,1,1,0,0,-1,0,0.5,0.0,7.0,,1.1470786693528088,,
